Número do animal;Número do grupo;Dias em Lactação;Número de lactação;Data;Nome da sala de ordenha;Número da sala de ordenha;Número da sessão;Número do lote;Número de MPC;Hora ID;Hora de início;Duração do leite (mm:ss);Hora do fim;Produção (kg);Produção Relativa (%);Produção primeiros 2 minutos;Produção de LEC;Baixa produção;Segunda volta
4525;3;129;1;20/05/2017;Parlor1;1;1;3;7;;20/05/2017 09:01;14:12;09:15;10,60;101,00;2,08;;Unchecked;Unchecked
4066;3;132;1;20/05/2017;Parlor1;1;1;3;6;;20/05/2017 09:01;13:02;09:14;11,62;89,00;1,58;;Unchecked;Unchecked
5403;3;130;1;20/05/2017;Parlor1;1;1;3;5;;20/05/2017 09:01;06:31;09:07;11,69;115,00;4,00;;Unchecked;Unchecked
4537;2;125;1;20/05/2017;Parlor1;1;1;4;8;;20/05/2017 09:23;07:23;09:30;7,91;127,00;4,30;;Unchecked;Unchecked
4536;2;128;1;20/05/2017;Parlor1;1;1;4;7;;20/05/2017 09:23;09:43;09:33;12,76;102,00;0,20;;Unchecked;Unchecked
4575;2;125;1;20/05/2017;Parlor1;1;1;4;6;;20/05/2017 09:22;09:27;09:31;10,69;126,00;1,88;;Unchecked;Unchecked
5402;2;128;1;20/05/2017;Parlor1;1;1;4;5;;20/05/2017 09:22;03:11;09:25;3,59;74,00;2,88;;Checked;Unchecked
4585;2;127;1;20/05/2017;Parlor1;1;1;5;3;;20/05/2017 09:28;08:38;09:37;12,76;113,00;5,38;;Unchecked;Unchecked
4545;2;124;1;20/05/2017;Parlor1;1;1;5;4;;20/05/2017 09:28;10:00;09:38;13,10;137,00;2,38;;Unchecked;Unchecked
4582;3;129;1;20/05/2017;Parlor1;1;1;5;2;;20/05/2017 09:27;17:05;09:44;14,90;121,00;0,03;;Unchecked;Unchecked
4528;2;122;1;20/05/2017;Parlor1;1;1;5;1;;20/05/2017 09:27;02:36;09:29;1,92;86,00;1,80;;Unchecked;Unchecked
4587;4;137;1;20/05/2017;Parlor1;1;1;6;7;;20/05/2017 09:47;16:45;10:04;10,71;98,00;1,18;;Unchecked;Unchecked
5408;5;121;1;20/05/2017;Parlor1;1;1;6;6;;20/05/2017 09:45;09:08;09:54;9,07;202,00;3,20;;Unchecked;Unchecked
4577;2;125;1;20/05/2017;Parlor1;1;1;6;5;;20/05/2017 10:07;00:44;10:08;4,99;86,00;1,18;;Unchecked;Unchecked
4548;4;134;1;20/05/2017;Parlor1;1;1;0;5;;20/05/2017 08:27;06:11;08:33;7,16;0,00;2,38;;Unchecked;Unchecked
4573;4;132;1;20/05/2017;Parlor1;1;1;0;7;;20/05/2017 08:28;06:47;08:35;2,24;0,00;0,65;;Unchecked;Unchecked
4583;4;135;1;20/05/2017;Parlor1;1;1;0;6;;20/05/2017 08:27;14:35;08:42;5,90;0,00;2,50;;Unchecked;Unchecked
5407;4;133;1;20/05/2017;Parlor1;1;1;0;8;;20/05/2017 08:28;05:33;08:34;7,31;0,00;1,13;;Unchecked;Unchecked
5407;4;133;1;20/05/2017;Parlor1;1;2;1;3;;20/05/2017 12:50;07:16;12:58;6,47;163,00;1,28;;Unchecked;Unchecked
4546;4;134;1;20/05/2017;Parlor1;1;2;1;4;;20/05/2017 12:51;07:15;12:58;6,04;159,00;1,40;;Unchecked;Unchecked
4065;4;137;1;20/05/2017;Parlor1;1;2;1;2;;20/05/2017 12:51;05:46;12:57;3,41;200,00;0,05;;Unchecked;Unchecked
4548;4;134;1;20/05/2017;Parlor1;1;2;1;1;;20/05/2017 12:50;07:14;12:57;6,75;173,00;1,78;;Unchecked;Unchecked
4573;4;132;1;20/05/2017;Parlor1;1;2;2;8;;20/05/2017 12:55;04:14;12:59;2,14;175,00;0,80;;Unchecked;Unchecked
4583;4;135;1;20/05/2017;Parlor1;1;2;2;7;;20/05/2017 12:54;05:12;12:59;4,64;144,00;2,40;;Unchecked;Unchecked
4581;4;134;1;20/05/2017;Parlor1;1;2;2;6;;20/05/2017 12:56;10:12;13:06;6,13;174,00;1,00;;Unchecked;Unchecked
4550;4;133;1;20/05/2017;Parlor1;1;2;2;5;;20/05/2017 12:54;07:55;13:02;6,25;162,00;1,05;;Unchecked;Unchecked
4535;3;129;1;20/05/2017;Parlor1;1;2;3;3;;20/05/2017 13:07;03:51;13:11;3,18;150,00;1,93;;Unchecked;Unchecked
5403;3;130;1;20/05/2017;Parlor1;1;2;3;4;;20/05/2017 13:07;03:13;13:10;4,25;162,00;3,43;;Unchecked;Unchecked
4551;3;129;1;20/05/2017;Parlor1;1;2;3;2;;20/05/2017 13:06;04:16;13:11;4,69;122,00;2,48;;Unchecked;Unchecked
5409;3;130;1;20/05/2017;Parlor1;1;2;3;1;;20/05/2017 13:07;05:11;13:12;4,04;127,00;0,03;;Unchecked;Unchecked
4525;3;129;1;20/05/2017;Parlor1;1;2;4;8;;20/05/2017 13:14;06:46;13:21;2,88;103,00;0,03;;Unchecked;Unchecked
4066;3;132;1;20/05/2017;Parlor1;1;2;4;7;;20/05/2017 13:14;05:54;13:20;4,04;117,00;1,03;;Unchecked;Unchecked
4560;3;131;1;20/05/2017;Parlor1;1;2;4;6;;20/05/2017 13:14;07:18;13:21;6,35;163,00;1,90;;Unchecked;Unchecked
5402;2;128;1;20/05/2017;Parlor1;1;2;4;5;;20/05/2017 13:13;02:54;13:16;2,62;225,00;2,33;;Unchecked;Unchecked
4545;2;124;1;20/05/2017;Parlor1;1;2;5;3;;20/05/2017 13:25;29:18;13:54;3,79;159,00;1,73;;Unchecked;Unchecked
4528;2;122;1;20/05/2017;Parlor1;1;2;5;4;;20/05/2017 13:27;21:45;13:49;1,81;200,00;1,38;;Unchecked;Unchecked
4536;2;128;1;20/05/2017;Parlor1;1;2;5;2;;20/05/2017 13:25;25:27;13:50;2,29;72,00;1,90;;Checked;Unchecked
4586;2;132;1;20/05/2017;Parlor1;1;2;5;1;;20/05/2017 13:25;22:43;13:48;0,50;23,00;1,73;;Checked;Unchecked
4575;2;125;1;20/05/2017;Parlor1;1;2;6;8;;20/05/2017 13:32;04:13;13:36;3,47;157,00;1,93;;Unchecked;Unchecked
4582;3;129;1;20/05/2017;Parlor1;1;2;6;7;;20/05/2017 13:31;04:22;13:36;4,25;135,00;2,08;;Unchecked;Unchecked
4585;2;127;1;20/05/2017;Parlor1;1;2;6;6;;20/05/2017 13:29;02:29;13:31;3,19;110,00;3,03;;Unchecked;Unchecked
4537;2;125;1;20/05/2017;Parlor1;1;2;6;5;;20/05/2017 13:29;05:26;13:35;3,72;229,00;2,98;;Unchecked;Unchecked
4065;4;137;1;20/05/2017;Parlor1;1;3;1;3;;20/05/2017 15:39;04:18;15:43;0,81;155,00;0,50;;Unchecked;Unchecked
5407;4;133;1;20/05/2017;Parlor1;1;3;1;4;;20/05/2017 15:38;04:48;15:43;3,40;134,00;1,20;;Unchecked;Unchecked
4546;4;134;1;20/05/2017;Parlor1;1;3;1;2;;20/05/2017 15:38;04:56;15:43;3,32;140,00;1,58;;Unchecked;Unchecked
4548;4;134;1;20/05/2017;Parlor1;1;3;1;1;;20/05/2017 15:38;04:50;15:43;3,40;137,00;1,45;;Unchecked;Unchecked
4587;4;137;1;20/05/2017;Parlor1;1;3;6;3;;20/05/2017 16:25;07:34;16:33;2,14;200,00;0,73;;Unchecked;Unchecked
4550;4;133;1;20/05/2017;Parlor1;1;3;2;7;;20/05/2017 15:41;04:54;15:46;2,91;124,00;0,90;;Unchecked;Unchecked
4573;4;132;1;20/05/2017;Parlor1;1;3;2;6;;20/05/2017 15:41;01:39;15:43;0,16;21,00;0,15;;Checked;Unchecked
4583;4;135;1;20/05/2017;Parlor1;1;3;2;5;;20/05/2017 15:41;03:28;15:44;2,24;112,00;1,55;;Unchecked;Unchecked
5403;3;130;1;20/05/2017;Parlor1;1;3;3;3;;20/05/2017 15:50;02:45;15:52;2,31;132,00;2,18;;Unchecked;Unchecked
4066;3;132;1;20/05/2017;Parlor1;1;3;3;4;;20/05/2017 15:50;04:47;15:55;2,49;116,00;0,98;;Unchecked;Unchecked
4551;3;129;1;20/05/2017;Parlor1;1;3;3;2;;20/05/2017 15:50;02:34;15:53;2,53;105,00;2,03;;Unchecked;Unchecked
4535;3;129;1;20/05/2017;Parlor1;1;3;3;1;;20/05/2017 15:50;01:38;15:51;0,19;14,00;0,25;;Checked;Unchecked
4536;2;128;1;20/05/2017;Parlor1;1;3;4;3;;20/05/2017 16:08;05:55;16:14;2,39;113,00;0,75;;Unchecked;Unchecked
4575;2;125;1;20/05/2017;Parlor1;1;3;4;4;;20/05/2017 16:08;03:43;16:12;1,97;142,00;1,18;;Unchecked;Unchecked
4545;2;124;1;20/05/2017;Parlor1;1;3;4;2;;20/05/2017 16:07;03:18;16:11;2,34;144,00;1,70;;Unchecked;Unchecked
4537;2;125;1;20/05/2017;Parlor1;1;3;4;1;;20/05/2017 16:08;03:26;16:11;1,80;174,00;1,38;;Unchecked;Unchecked
4586;2;132;1;20/05/2017;Parlor1;1;3;5;8;;20/05/2017 16:17;04:54;16:22;3,98;200,00;0,00;;Unchecked;Unchecked
4582;3;129;1;20/05/2017;Parlor1;1;3;5;7;;20/05/2017 16:16;06:12;16:22;5,66;200,00;0,00;;Unchecked;Unchecked
4585;2;127;1;20/05/2017;Parlor1;1;3;5;6;;20/05/2017 16:15;06:24;16:22;2,04;100,00;0,00;;Unchecked;Unchecked
4577;2;125;1;20/05/2017;Parlor1;1;3;5;5;;20/05/2017 16:15;06:47;16:22;0,51;22,00;0,00;;Checked;Unchecked
5408;5;121;1;20/05/2017;Parlor1;1;3;6;4;;20/05/2017 16:25;03:00;16:28;1,63;86,00;1,20;;Unchecked;Unchecked
4557;3;117;1;20/05/2017;Parlor1;1;3;6;2;;20/05/2017 16:24;05:04;16:29;3,58;100,00;0,65;;Unchecked;Unchecked
4528;2;122;1;20/05/2017;Parlor1;1;3;6;1;;20/05/2017 16:25;01:39;16:26;0,41;100,00;0,40;;Unchecked;Unchecked
4525;3;129;1;20/05/2017;Parlor1;1;3;0;8;;20/05/2017 16:02;12:55;16:15;5,36;0,00;0,03;;Unchecked;Unchecked
4560;3;131;1;20/05/2017;Parlor1;1;3;0;7;;20/05/2017 16:03;13:00;16:16;11,27;0,00;0,80;;Unchecked;Unchecked
5402;2;128;1;20/05/2017;Parlor1;1;3;0;5;;20/05/2017 16:01;06:36;16:08;2,44;0,00;1,73;;Unchecked;Unchecked
5409;3;130;1;20/05/2017;Parlor1;1;3;0;6;;20/05/2017 16:01;09:04;16:10;5,84;0,00;2,33;;Unchecked;Unchecked
796;;;;;;;;;;;;;;;;;;;
