Número do animal;Número do grupo;Dias em Lactação;Número de lactação;Data;Nome da sala de ordenha;Número da sala de ordenha;Número da sessão;Número do lote;Número de MPC;Hora ID;Hora de início;Duração do leite (mm:ss);Hora do fim;Produção (kg);Produção Relativa (%);Produção primeiros 2 minutos;Produção de LEC;Baixa produção;Segunda volta
4573;4;132;1;15/05/2017;Parlor1;1;2;3;5;;15/05/2017 12:55;03:42;12:59;2,02;78,00;0,98;;Checked;Unchecked
4560;3;131;1;15/05/2017;Parlor1;1;2;4;3;;15/05/2017 13:05;06:47;13:12;4,30;149,00;0,95;;Unchecked;Unchecked
5403;3;130;1;15/05/2017;Parlor1;1;2;4;4;;15/05/2017 13:04;04:48;13:09;2,80;150,00;0,00;;Unchecked;Unchecked
4586;2;132;1;15/05/2017;Parlor1;1;2;4;2;;15/05/2017 13:04;07:12;13:12;2,33;173,00;1,13;;Unchecked;Unchecked
4066;3;132;1;15/05/2017;Parlor1;1;2;4;1;;15/05/2017 13:05;06:37;13:12;5,32;189,00;1,03;;Unchecked;Unchecked
4536;2;128;1;15/05/2017;Parlor1;1;2;5;3;;15/05/2017 13:21;09:51;13:31;4,35;200,00;1,73;;Unchecked;Unchecked
4582;3;129;1;15/05/2017;Parlor1;1;2;5;4;;15/05/2017 13:22;10:31;13:32;4,69;217,00;1,13;;Unchecked;Unchecked
4525;3;129;1;15/05/2017;Parlor1;1;2;5;2;;15/05/2017 13:21;10:26;13:31;3,23;145,00;1,33;;Unchecked;Unchecked
5409;3;130;1;15/05/2017;Parlor1;1;2;5;1;;15/05/2017 13:20;08:33;13:29;3,33;124,00;2,48;;Unchecked;Unchecked
4545;2;124;1;15/05/2017;Parlor1;1;2;6;8;;15/05/2017 13:22;04:44;13:27;3,76;100,00;0,35;;Unchecked;Unchecked
4575;2;125;1;15/05/2017;Parlor1;1;2;6;7;;15/05/2017 13:23;07:20;13:30;2,55;193,00;0,00;;Unchecked;Unchecked
4585;2;127;1;15/05/2017;Parlor1;1;2;6;6;;15/05/2017 13:23;07:00;13:30;4,16;216,00;3,00;;Unchecked;Unchecked
4577;2;125;1;15/05/2017;Parlor1;1;2;6;5;;15/05/2017 13:23;07:33;13:30;1,89;189,00;0,55;;Unchecked;Unchecked
4548;4;134;1;15/05/2017;Parlor1;1;2;0;5;;15/05/2017 12:47;09:09;12:57;5,15;0,00;1,50;;Unchecked;Unchecked
4550;4;133;1;15/05/2017;Parlor1;1;2;0;7;;15/05/2017 12:49;06:26;12:55;5,87;0,00;1,35;;Unchecked;Unchecked
4587;4;137;1;15/05/2017;Parlor1;1;2;0;6;;15/05/2017 12:48;08:37;12:57;5,24;0,00;1,05;;Unchecked;Unchecked
5407;4;133;1;15/05/2017;Parlor1;1;2;0;8;;15/05/2017 12:49;07:28;12:57;6,18;0,00;1,13;;Unchecked;Unchecked
4537;2;125;1;15/05/2017;Parlor1;1;2;0;8;;15/05/2017 13:39;08:46;13:47;0,61;0,00;0,00;;Unchecked;Unchecked
4586;2;132;1;15/05/2017;Parlor1;1;3;1;3;;15/05/2017 15:38;04:45;15:43;0,95;118,00;0,55;;Unchecked;Unchecked
4551;3;129;1;15/05/2017;Parlor1;1;3;1;4;;15/05/2017 15:37;05:35;15:43;2,24;136,00;1,50;;Unchecked;Unchecked
5409;3;130;1;15/05/2017;Parlor1;1;3;1;2;;15/05/2017 15:38;05:01;15:43;1,60;113,00;1,30;;Unchecked;Unchecked
5403;3;130;1;15/05/2017;Parlor1;1;3;1;1;;15/05/2017 15:37;06:13;15:43;1,60;142,00;1,40;;Unchecked;Unchecked
4066;3;132;1;15/05/2017;Parlor1;1;3;2;8;;15/05/2017 15:39;09:23;15:49;2,72;162,00;1,03;;Unchecked;Unchecked
4525;3;129;1;15/05/2017;Parlor1;1;3;2;7;;15/05/2017 15:39;10:05;15:49;1,49;133,00;0,00;;Unchecked;Unchecked
4560;3;131;1;15/05/2017;Parlor1;1;3;2;6;;15/05/2017 15:39;10:07;15:49;2,91;175,00;0,70;;Unchecked;Unchecked
5402;2;128;1;15/05/2017;Parlor1;1;3;2;5;;15/05/2017 15:38;05:54;15:44;2,36;253,00;2,15;;Unchecked;Unchecked
4587;4;137;1;15/05/2017;Parlor1;1;3;3;3;;15/05/2017 15:46;05:10;15:51;4,44;228,00;1,58;;Unchecked;Unchecked
4583;4;135;1;15/05/2017;Parlor1;1;3;3;4;;15/05/2017 15:46;08:26;15:55;2,55;162,00;1,55;;Unchecked;Unchecked
5407;4;133;1;15/05/2017;Parlor1;1;3;3;2;;15/05/2017 15:46;04:14;15:50;2,23;97,00;0,75;;Unchecked;Unchecked
4535;3;129;1;15/05/2017;Parlor1;1;3;3;1;;15/05/2017 15:47;05:14;15:52;2,08;179,00;1,05;;Unchecked;Unchecked
4537;2;125;1;15/05/2017;Parlor1;1;3;4;3;;15/05/2017 16:03;10:52;16:14;2,35;100,00;0,13;;Unchecked;Unchecked
4536;2;128;1;15/05/2017;Parlor1;1;3;4;4;;15/05/2017 16:04;07:56;16:12;2,11;200,00;1,00;;Unchecked;Unchecked
4548;4;134;1;15/05/2017;Parlor1;1;3;4;2;;15/05/2017 16:04;10:50;16:14;4,78;226,00;0,75;;Unchecked;Unchecked
4546;4;134;1;15/05/2017;Parlor1;1;3;4;1;;15/05/2017 16:03;08:51;16:12;3,49;151,00;1,13;;Unchecked;Unchecked
4581;4;134;1;15/05/2017;Parlor1;1;3;5;8;;15/05/2017 15:56;28:03;16:24;5,54;200,00;1,15;;Unchecked;Unchecked
4550;4;133;1;15/05/2017;Parlor1;1;3;5;7;;15/05/2017 15:56;10:53;16:07;3,22;143,00;1,08;;Unchecked;Unchecked
4065;4;137;1;15/05/2017;Parlor1;1;3;5;6;;15/05/2017 15:55;09:24;16:05;2,22;200,00;0,15;;Unchecked;Unchecked
4573;4;132;1;15/05/2017;Parlor1;1;3;5;5;;15/05/2017 15:55;12:32;16:07;1,31;137,00;0,83;;Unchecked;Unchecked
4582;3;129;1;15/05/2017;Parlor1;1;3;6;5;;15/05/2017 16:29;05:22;16:34;2,65;158,00;1,18;;Unchecked;Unchecked
4577;2;125;1;15/05/2017;Parlor1;1;3;7;3;;15/05/2017 16:21;13:36;16:35;1,69;244,00;0,80;;Unchecked;Unchecked
4545;2;124;1;15/05/2017;Parlor1;1;3;7;4;;15/05/2017 16:22;10:19;16:33;2,40;100,00;0,58;;Unchecked;Unchecked
4575;2;125;1;15/05/2017;Parlor1;1;3;7;2;;15/05/2017 16:21;14:48;16:36;3,68;200,00;0,65;;Unchecked;Unchecked
4585;2;127;1;15/05/2017;Parlor1;1;3;7;1;;15/05/2017 16:20;13:05;16:34;2,17;164,00;1,88;;Unchecked;Unchecked
4587;4;137;1;16/05/2017;Parlor1;1;1;1;3;;16/05/2017 08:21;18:52;08:40;14,04;125,00;0,40;;Unchecked;Unchecked
4573;4;132;1;16/05/2017;Parlor1;1;1;1;4;;16/05/2017 08:21;14:00;08:35;3,66;73,00;0,70;;Checked;Unchecked
4546;4;134;1;16/05/2017;Parlor1;1;1;1;2;;16/05/2017 08:22;11:30;08:34;11,61;106,00;1,18;;Unchecked;Unchecked
4583;4;135;1;16/05/2017;Parlor1;1;1;1;1;;16/05/2017 08:21;14:41;08:36;10,63;118,00;2,95;;Unchecked;Unchecked
4065;4;137;1;16/05/2017;Parlor1;1;1;2;8;;16/05/2017 08:20;09:50;08:30;2,94;121,00;0,78;;Unchecked;Unchecked
4550;4;133;1;16/05/2017;Parlor1;1;1;2;7;;16/05/2017 08:20;17:18;08:37;13,43;116,00;0,95;;Unchecked;Unchecked
5407;4;133;1;16/05/2017;Parlor1;1;1;2;6;;16/05/2017 08:19;17:53;08:37;13,39;102,00;0,85;;Unchecked;Unchecked
4581;4;134;1;16/05/2017;Parlor1;1;1;2;5;;16/05/2017 08:19;08:00;08:27;14,63;156,00;0,80;;Unchecked;Unchecked
4525;3;129;1;16/05/2017;Parlor1;1;1;3;3;;16/05/2017 08:47;14:16;09:01;10,77;132,00;2,30;;Unchecked;Unchecked
5402;2;128;1;16/05/2017;Parlor1;1;1;3;4;;16/05/2017 08:47;07:37;08:54;1,98;36,00;0,03;;Checked;Unchecked
4066;3;132;1;16/05/2017;Parlor1;1;1;3;2;;16/05/2017 08:46;16:15;09:02;10,17;80,00;0,90;;Unchecked;Unchecked
4548;4;134;1;16/05/2017;Parlor1;1;1;3;1;;16/05/2017 08:46;17:26;09:03;15,08;132,00;1,93;;Unchecked;Unchecked
4560;3;131;1;16/05/2017;Parlor1;1;1;4;8;;16/05/2017 08:59;19:13;09:18;15,94;120,00;1,48;;Unchecked;Unchecked
4535;3;129;1;16/05/2017;Parlor1;1;1;4;7;;16/05/2017 08:57;16:36;09:14;5,03;72,00;1,68;;Checked;Unchecked
4551;3;129;1;16/05/2017;Parlor1;1;1;4;6;;16/05/2017 08:58;19:34;09:17;12,16;106,00;2,55;;Unchecked;Unchecked
5403;3;130;1;16/05/2017;Parlor1;1;1;4;5;;16/05/2017 08:58;19:49;09:18;11,66;141,00;3,25;;Unchecked;Unchecked
4545;2;124;1;16/05/2017;Parlor1;1;1;5;3;;16/05/2017 09:13;06:39;09:19;9,50;97,00;2,08;;Unchecked;Unchecked
4537;2;125;1;16/05/2017;Parlor1;1;1;5;4;;16/05/2017 09:13;17:26;09:31;1,93;80,00;0,03;;Unchecked;Unchecked
4586;2;132;1;16/05/2017;Parlor1;1;1;5;2;;16/05/2017 09:12;13:04;09:25;7,91;132,00;1,13;;Unchecked;Unchecked
5409;3;130;1;16/05/2017;Parlor1;1;1;5;1;;16/05/2017 09:13;12:03;09:25;11,91;116,00;2,55;;Unchecked;Unchecked
4575;2;125;1;16/05/2017;Parlor1;1;1;6;7;;16/05/2017 09:25;15:23;09:41;7,85;116,00;0,00;;Unchecked;Unchecked
4577;2;125;1;16/05/2017;Parlor1;1;1;6;8;;16/05/2017 09:25;15:23;09:40;5,30;122,00;0,60;;Unchecked;Unchecked
4528;2;122;1;16/05/2017;Parlor1;1;1;6;6;;16/05/2017 09:27;12:15;09:39;0,92;100,00;0,83;;Unchecked;Unchecked
4582;3;129;1;16/05/2017;Parlor1;1;1;6;5;;16/05/2017 09:24;16:22;09:40;13,22;147,00;0,03;;Unchecked;Unchecked
4585;2;127;1;16/05/2017;Parlor1;1;1;7;3;;16/05/2017 09:38;11:01;09:49;12,17;150,00;4,48;;Unchecked;Unchecked
4536;2;128;1;16/05/2017;Parlor1;1;1;7;4;;16/05/2017 09:38;10:41;09:49;13,16;188,00;2,69;;Unchecked;Unchecked
5407;4;133;1;16/05/2017;Parlor1;1;2;1;3;;16/05/2017 12:53;10:55;13:04;4,01;106,00;1,20;;Unchecked;Unchecked
4550;4;133;1;16/05/2017;Parlor1;1;2;1;4;;16/05/2017 12:53;10:41;13:04;5,87;177,00;0,80;;Unchecked;Unchecked
4546;4;134;1;16/05/2017;Parlor1;1;2;1;2;;16/05/2017 12:53;07:55;13:01;6,28;200,00;0,95;;Unchecked;Unchecked
4587;4;137;1;16/05/2017;Parlor1;1;2;1;1;;16/05/2017 12:53;13:06;13:06;4,31;134,00;1,10;;Unchecked;Unchecked
4065;4;137;1;16/05/2017;Parlor1;1;2;2;8;;16/05/2017 12:54;16:27;13:10;2,05;200,00;0,00;;Unchecked;Unchecked
4573;4;132;1;16/05/2017;Parlor1;1;2;2;7;;16/05/2017 12:55;09:22;13:04;2,71;189,00;0,90;;Unchecked;Unchecked
4583;4;135;1;16/05/2017;Parlor1;1;2;2;6;;16/05/2017 12:54;10:04;13:04;4,27;165,00;2,03;;Unchecked;Unchecked
4581;4;134;1;16/05/2017;Parlor1;1;2;2;5;;16/05/2017 12:54;20:40;13:14;6,21;228,00;0,85;;Unchecked;Unchecked
4551;3;129;1;16/05/2017;Parlor1;1;2;3;3;;16/05/2017 13:13;12:44;13:26;4,72;154,00;2,30;;Unchecked;Unchecked
4560;3;131;1;16/05/2017;Parlor1;1;2;3;4;;16/05/2017 13:13;12:15;13:25;4,05;115,00;0,58;;Unchecked;Unchecked
5403;3;130;1;16/05/2017;Parlor1;1;2;3;2;;16/05/2017 13:13;12:55;13:26;3,18;144,00;2,05;;Unchecked;Unchecked
4548;4;134;1;16/05/2017;Parlor1;1;2;3;1;;16/05/2017 13:13;13:05;13:26;5,91;183,00;1,10;;Unchecked;Unchecked
4066;3;132;1;16/05/2017;Parlor1;1;2;4;8;;16/05/2017 13:24;16:34;13:40;5,03;136,00;1,03;;Unchecked;Unchecked
4525;3;129;1;16/05/2017;Parlor1;1;2;4;7;;16/05/2017 13:23;16:56;13:40;3,69;156,00;1,73;;Unchecked;Unchecked
4535;3;129;1;16/05/2017;Parlor1;1;2;4;6;;16/05/2017 13:23;17:09;13:40;4,06;209,00;1,13;;Unchecked;Unchecked
5409;3;130;1;16/05/2017;Parlor1;1;2;4;5;;16/05/2017 13:22;17:39;13:40;3,48;130,00;2,79;;Unchecked;Unchecked
4585;2;127;1;16/05/2017;Parlor1;1;2;5;3;;16/05/2017 13:37;13:23;13:51;3,29;162,00;2,80;;Unchecked;Unchecked
4582;3;129;1;16/05/2017;Parlor1;1;2;5;4;;16/05/2017 13:36;14:01;13:50;3,65;144,00;1,25;;Unchecked;Unchecked
5402;2;128;1;16/05/2017;Parlor1;1;2;5;2;;16/05/2017 13:37;14:40;13:52;2,83;169,00;0,03;;Unchecked;Unchecked
4586;2;132;1;16/05/2017;Parlor1;1;2;5;1;;16/05/2017 13:35;14:21;13:49;2,11;121,00;1,03;;Unchecked;Unchecked
4537;2;125;1;16/05/2017;Parlor1;1;2;6;8;;16/05/2017 13:48;13:54;14:02;2,74;200,00;0,00;;Unchecked;Unchecked
4545;2;124;1;16/05/2017;Parlor1;1;2;6;7;;16/05/2017 13:50;11:16;14:02;4,51;157,00;0,98;;Unchecked;Unchecked
4575;2;125;1;16/05/2017;Parlor1;1;2;6;6;;16/05/2017 13:49;12:17;14:02;4,25;226,00;0,75;;Unchecked;Unchecked
4577;2;125;1;16/05/2017;Parlor1;1;2;6;5;;16/05/2017 13:49;12:05;14:01;2,65;219,00;0,80;;Unchecked;Unchecked
5408;5;121;1;16/05/2017;Parlor1;1;2;7;3;;16/05/2017 14:03;09:30;14:13;3,33;100,00;0,30;;Unchecked;Unchecked
4536;2;128;1;16/05/2017;Parlor1;1;2;7;2;;16/05/2017 13:56;12:27;14:08;4,22;224,00;2,18;;Unchecked;Unchecked
4528;2;122;1;16/05/2017;Parlor1;1;2;7;1;;16/05/2017 13:56;16:09;14:12;0,79;100,00;0,00;;Unchecked;Unchecked
4065;4;137;1;16/05/2017;Parlor1;1;3;1;8;;16/05/2017 15:42;07:35;15:50;0,77;179,00;0,00;;Unchecked;Unchecked
4550;4;133;1;16/05/2017;Parlor1;1;3;1;7;;16/05/2017 15:42;10:41;15:52;2,71;132,00;0,60;;Unchecked;Unchecked
4587;4;137;1;16/05/2017;Parlor1;1;3;1;6;;16/05/2017 15:41;10:52;15:52;2,18;109,00;0,50;;Unchecked;Unchecked
4548;4;134;1;16/05/2017;Parlor1;1;3;1;5;;16/05/2017 15:41;11:42;15:52;2,82;159,00;0,25;;Unchecked;Unchecked
4581;4;134;1;16/05/2017;Parlor1;1;3;2;3;;16/05/2017 15:40;19:24;15:59;3,14;190,00;0,65;;Unchecked;Unchecked
4573;4;132;1;16/05/2017;Parlor1;1;3;2;4;;16/05/2017 15:40;07:17;15:48;0,61;70,00;0,40;;Checked;Unchecked
5407;4;133;1;16/05/2017;Parlor1;1;3;2;2;;16/05/2017 15:40;07:52;15:48;2,38;103,00;1,20;;Unchecked;Unchecked
4546;4;134;1;16/05/2017;Parlor1;1;3;2;1;;16/05/2017 16:03;35:54;16:39;2,79;143,00;0,00;;Unchecked;Unchecked
5402;2;128;1;16/05/2017;Parlor1;1;3;3;8;;16/05/2017 15:59;07:52;16:07;1,12;136,00;0,80;;Unchecked;Unchecked
4535;3;129;1;16/05/2017;Parlor1;1;3;3;7;;16/05/2017 15:58;14:13;16:13;1,78;156,00;0,20;;Unchecked;Unchecked
5403;3;130;1;16/05/2017;Parlor1;1;3;3;6;;16/05/2017 15:58;13:51;16:12;2,09;145,00;1,85;;Unchecked;Unchecked
4583;4;135;1;16/05/2017;Parlor1;1;3;3;5;;16/05/2017 15:58;15:27;16:13;3,12;175,00;2,05;;Unchecked;Unchecked
4586;2;132;1;16/05/2017;Parlor1;1;3;4;3;;16/05/2017 16:05;19:41;16:25;0,96;102,00;0,55;;Unchecked;Unchecked
5409;3;130;1;16/05/2017;Parlor1;1;3;4;4;;16/05/2017 16:05;19:52;16:25;2,10;119,00;1,73;;Unchecked;Unchecked
4066;3;132;1;16/05/2017;Parlor1;1;3;4;2;;16/05/2017 16:05;03:25;16:08;1,86;85,00;1,03;;Unchecked;Unchecked
4551;3;129;1;16/05/2017;Parlor1;1;3;4;1;;16/05/2017 16:05;19:41;16:25;2,52;121,00;1,30;;Unchecked;Unchecked
4537;2;125;1;16/05/2017;Parlor1;1;3;5;8;;16/05/2017 16:22;14:11;16:36;4,71;200,00;2,55;;Unchecked;Unchecked
4577;2;125;1;16/05/2017;Parlor1;1;3;5;7;;16/05/2017 16:22;13:39;16:36;1,85;200,00;0,85;;Unchecked;Unchecked
4560;3;131;1;16/05/2017;Parlor1;1;3;5;6;;16/05/2017 16:22;14:09;16:36;3,05;116,00;0,00;;Unchecked;Unchecked
4525;3;129;1;16/05/2017;Parlor1;1;3;5;5;;16/05/2017 16:21;14:51;16:36;2,03;130,00;0,00;;Unchecked;Unchecked
4536;2;128;1;16/05/2017;Parlor1;1;3;6;3;;16/05/2017 16:37;16:40;16:54;2,58;226,00;1,13;;Unchecked;Unchecked
4545;2;124;1;16/05/2017;Parlor1;1;3;6;4;;16/05/2017 17:08;05:35;17:13;1,81;107,00;0,00;;Unchecked;Unchecked
4582;3;129;1;16/05/2017;Parlor1;1;3;6;2;;16/05/2017 16:35;18:47;16:54;2,60;154,00;0,03;;Unchecked;Unchecked
4575;2;125;1;16/05/2017;Parlor1;1;3;6;1;;16/05/2017 16:35;18:54;16:54;1,65;142,00;0,68;;Unchecked;Unchecked
5408;5;121;1;16/05/2017;Parlor1;1;3;7;7;;16/05/2017 16:53;08:23;17:01;3,33;100,00;0,03;;Unchecked;Unchecked
4528;2;122;1;16/05/2017;Parlor1;1;3;7;6;;16/05/2017 16:52;09:32;17:02;0,55;100,00;0,45;;Unchecked;Unchecked
4585;2;127;1;16/05/2017;Parlor1;1;3;7;5;;16/05/2017 16:45;05:02;16:50;2,17;134,00;0,73;;Unchecked;Unchecked
4548;4;134;1;17/05/2017;Parlor1;1;1;1;3;;17/05/2017 08:15;13:13;08:28;14,62;123,00;2,23;;Unchecked;Unchecked
4583;4;135;1;17/05/2017;Parlor1;1;1;1;4;;17/05/2017 08:15;11:37;08:27;12,47;134,00;2,13;;Unchecked;Unchecked
4550;4;133;1;17/05/2017;Parlor1;1;1;1;2;;17/05/2017 08:14;14:04;08:29;11,57;96,00;1,10;;Unchecked;Unchecked
4573;4;132;1;17/05/2017;Parlor1;1;1;1;1;;17/05/2017 08:14;08:22;08:23;3,08;62,00;0,80;;Checked;Unchecked
4065;4;137;1;17/05/2017;Parlor1;1;1;2;8;;17/05/2017 08:17;03:53;08:21;3,45;134,00;0,53;;Unchecked;Unchecked
4581;4;134;1;17/05/2017;Parlor1;1;1;2;7;;17/05/2017 08:17;13:58;08:31;17,55;176,00;0,75;;Unchecked;Unchecked
4546;4;134;1;17/05/2017;Parlor1;1;1;2;6;;17/05/2017 08:16;10:17;08:27;11,10;98,00;1,50;;Unchecked;Unchecked
4587;4;137;1;17/05/2017;Parlor1;1;1;2;5;;17/05/2017 08:16;08:51;08:25;6,68;56,00;1,50;;Checked;Unchecked
4535;3;129;1;17/05/2017;Parlor1;1;1;3;3;;17/05/2017 08:36;20:52;08:57;6,01;82,00;2,65;;Unchecked;Unchecked
4525;3;129;1;17/05/2017;Parlor1;1;1;3;4;;17/05/2017 08:36;10:09;08:46;10,07;112,00;1,95;;Unchecked;Unchecked
5403;3;130;1;17/05/2017;Parlor1;1;1;3;2;;17/05/2017 08:36;07:29;08:44;11,50;131,00;3,80;;Unchecked;Unchecked
5407;4;133;1;17/05/2017;Parlor1;1;1;3;1;;17/05/2017 08:36;25:01;09:01;13,68;99,00;1,23;;Unchecked;Unchecked
5409;3;130;1;17/05/2017;Parlor1;1;1;4;8;;17/05/2017 08:56;06:39;09:03;10,88;102,00;2,35;;Unchecked;Unchecked
5402;2;128;1;17/05/2017;Parlor1;1;1;4;7;;17/05/2017 08:56;02:05;08:58;2,13;38,00;2,15;;Checked;Unchecked
4560;3;131;1;17/05/2017;Parlor1;1;1;4;6;;17/05/2017 08:55;14:56;09:10;15,35;105,00;1,15;;Unchecked;Unchecked
4066;3;132;1;17/05/2017;Parlor1;1;1;4;5;;17/05/2017 08:55;14:14;09:09;9,87;75,00;1,25;;Checked;Unchecked
4545;2;124;1;17/05/2017;Parlor1;1;1;5;3;;17/05/2017 09:09;07:42;09:17;10,88;138,00;1,95;;Unchecked;Unchecked
4577;2;125;1;17/05/2017;Parlor1;1;1;5;4;;17/05/2017 09:09;08:48;09:18;4,26;88,00;0,63;;Unchecked;Unchecked
4575;2;125;1;17/05/2017;Parlor1;1;1;5;2;;17/05/2017 09:09;10:30;09:19;10,20;138,00;1,43;;Unchecked;Unchecked
4551;3;129;1;17/05/2017;Parlor1;1;1;5;1;;17/05/2017 09:09;11:28;09:20;12,19;96,00;2,35;;Unchecked;Unchecked
4585;2;127;1;17/05/2017;Parlor1;1;1;6;7;;17/05/2017 09:22;06:28;09:28;11,88;137,00;4,68;;Unchecked;Unchecked
4582;3;129;1;17/05/2017;Parlor1;1;1;6;6;;17/05/2017 09:20;11:37;09:32;11,70;109,00;0,00;;Unchecked;Unchecked
4528;2;122;1;17/05/2017;Parlor1;1;1;6;5;;17/05/2017 09:31;03:06;09:34;3,09;211,00;1,33;;Unchecked;Unchecked
4536;2;128;1;17/05/2017;Parlor1;1;1;7;3;;17/05/2017 09:29;08:13;09:38;12,07;125,00;3,13;;Unchecked;Unchecked
4586;2;132;1;17/05/2017;Parlor1;1;1;7;4;;17/05/2017 09:37;07:52;09:45;7,42;95,00;1,25;;Unchecked;Unchecked
4537;2;125;1;17/05/2017;Parlor1;1;1;7;2;;17/05/2017 09:29;07:01;09:36;6,87;160,00;1,93;;Unchecked;Unchecked
5408;5;121;1;17/05/2017;Parlor1;1;1;7;1;;17/05/2017 09:30;08:03;09:38;0,78;100,00;0,65;;Unchecked;Unchecked
4065;4;137;1;17/05/2017;Parlor1;1;2;1;8;;17/05/2017 13:01;05:53;13:06;1,72;226,00;0,23;;Unchecked;Unchecked
4573;4;132;1;17/05/2017;Parlor1;1;2;1;7;;17/05/2017 13:00;05:45;13:06;2,42;163,00;0,95;;Unchecked;Unchecked
4550;4;133;1;17/05/2017;Parlor1;1;2;1;6;;17/05/2017 13:00;09:44;13:10;7,24;201,00;0,00;;Unchecked;Unchecked
4587;4;137;1;17/05/2017;Parlor1;1;2;1;5;;17/05/2017 13:00;08:29;13:08;4,81;137,00;0,85;;Unchecked;Unchecked
5407;4;133;1;17/05/2017;Parlor1;1;2;2;3;;17/05/2017 12:59;07:07;13:06;4,10;108,00;1,18;;Unchecked;Unchecked
4546;4;134;1;17/05/2017;Parlor1;1;2;2;4;;17/05/2017 13:00;11:03;13:11;5,10;150,00;0,70;;Unchecked;Unchecked
4548;4;134;1;17/05/2017;Parlor1;1;2;2;2;;17/05/2017 12:59;11:53;13:11;6,64;188,00;2,10;;Unchecked;Unchecked
4581;4;134;1;17/05/2017;Parlor1;1;2;2;1;;17/05/2017 12:59;18:29;13:17;4,70;158,00;0,95;;Unchecked;Unchecked
4560;3;131;1;17/05/2017;Parlor1;1;2;3;8;;17/05/2017 13:15;05:54;13:21;3,19;79,00;0,00;;Checked;Unchecked
4535;3;129;1;17/05/2017;Parlor1;1;2;3;7;;17/05/2017 13:15;03:25;13:18;2,54;117,00;1,18;;Unchecked;Unchecked
5403;3;130;1;17/05/2017;Parlor1;1;2;3;6;;17/05/2017 13:15;02:38;13:17;3,47;132,00;3,34;;Unchecked;Unchecked
4583;4;135;1;17/05/2017;Parlor1;1;2;3;5;;17/05/2017 13:14;04:27;13:19;4,75;158,00;2,60;;Unchecked;Unchecked
5402;2;128;1;17/05/2017;Parlor1;1;2;4;3;;17/05/2017 13:24;02:35;13:27;2,95;186,00;2,80;;Unchecked;Unchecked
4525;3;129;1;17/05/2017;Parlor1;1;2;4;4;;17/05/2017 13:23;04:27;13:28;3,89;139,00;2,00;;Unchecked;Unchecked
5409;3;130;1;17/05/2017;Parlor1;1;2;4;2;;17/05/2017 13:25;04:49;13:30;4,66;154,00;0,03;;Unchecked;Unchecked
4551;3;129;1;17/05/2017;Parlor1;1;2;4;1;;17/05/2017 13:25;03:51;13:28;3,98;117,00;2,50;;Unchecked;Unchecked
4585;2;127;1;17/05/2017;Parlor1;1;2;5;8;;17/05/2017 13:35;02:21;13:37;3,47;148,00;3,35;;Unchecked;Unchecked
4536;2;128;1;17/05/2017;Parlor1;1;2;5;7;;17/05/2017 13:35;03:50;13:39;4,10;163,00;1,80;;Unchecked;Unchecked
4066;3;132;1;17/05/2017;Parlor1;1;2;5;6;;17/05/2017 13:35;06:28;13:41;5,06;130,00;1,43;;Unchecked;Unchecked
4586;2;132;1;17/05/2017;Parlor1;1;2;5;5;;17/05/2017 13:35;07:05;13:42;1,81;93,00;0,88;;Unchecked;Unchecked
4545;2;124;1;17/05/2017;Parlor1;1;2;6;3;;17/05/2017 13:40;06:17;13:47;4,28;186,00;2,63;;Unchecked;Unchecked
4575;2;125;1;17/05/2017;Parlor1;1;2;6;4;;17/05/2017 13:41;08:13;13:50;3,22;150,00;1,85;;Unchecked;Unchecked
4537;2;125;1;17/05/2017;Parlor1;1;2;6;2;;17/05/2017 13:41;13:55;13:55;3,63;200,00;1,95;;Unchecked;Unchecked
4577;2;125;1;17/05/2017;Parlor1;1;2;6;1;;17/05/2017 13:42;06:50;13:48;2,38;171,00;1,10;;Unchecked;Unchecked
4528;2;122;1;17/05/2017;Parlor1;1;2;0;5;;17/05/2017 13:47;01:36;13:49;0,75;0,00;0,83;;Unchecked;Unchecked
4582;3;129;1;17/05/2017;Parlor1;1;2;0;6;;17/05/2017 13:47;02:36;13:50;5,51;0,00;1,73;;Unchecked;Unchecked
5408;5;121;1;17/05/2017;Parlor1;1;2;0;7;;17/05/2017 13:47;01:37;13:49;3,33;0,00;0,93;;Unchecked;Unchecked
4065;4;137;1;17/05/2017;Parlor1;1;3;3;8;;17/05/2017 15:39;01:36;15:40;0,00;0,00;0,00;;Checked;Unchecked
5407;4;133;1;17/05/2017;Parlor1;1;3;2;3;;17/05/2017 15:39;03:17;15:43;2,14;92,00;1,30;;Unchecked;Unchecked
4587;4;137;1;17/05/2017;Parlor1;1;3;3;7;;17/05/2017 15:40;08:03;15:48;6,08;200,00;1,20;;Unchecked;Unchecked
4573;4;132;1;17/05/2017;Parlor1;1;3;2;2;;17/05/2017 15:39;05:38;15:45;0,44;52,00;0,35;;Checked;Unchecked
4550;4;133;1;17/05/2017;Parlor1;1;3;2;1;;17/05/2017 15:41;05:01;15:46;3,17;153,00;0,90;;Unchecked;Unchecked
4546;4;134;1;17/05/2017;Parlor1;1;3;3;6;;17/05/2017 15:44;13:30;15:58;3,14;161,00;1,30;;Unchecked;Unchecked
4581;4;134;1;17/05/2017;Parlor1;1;3;3;5;;17/05/2017 15:44;12:43;15:56;2,64;154,00;0,80;;Unchecked;Unchecked
