Column1;Id_Animal;Hora_S1;Hora_S2;Hora_S3;Prod_S1;Prod_S2;Prod_S3;Data
54;44260;;;                                     ;;;                         ;06/09/2017
55;44750;;;                                     ;;;                         ;06/09/2017
56;44770;;;                                     ;;;                         ;06/09/2017
57;44650;;;                                     ;;;                         ;06/09/2017
58;35300;;;                                     ;;;                         ;06/09/2017
59;34580;;;                                     ;;;                         ;06/09/2017
60;34370;;;                                     ;;;                         ;06/09/2017
61;25600;;;                                     ;;;                         ;06/09/2017
62;24160;;;                                     ;;;                         ;06/09/2017
63;27100;;;                                     ;;;                         ;06/09/2017
64;36000;;;                                     ;;;                         ;06/09/2017
65;36440;;;                                     ;;;                         ;06/09/2017
66;37850;;;                                     ;;;                         ;06/09/2017
67;44530;;;                                     ;;;                         ;06/09/2017
68;35380;;;                                     ;;;                         ;06/09/2017
69;34600;;;                                     ;;;                         ;06/09/2017
70;24830;;;                                     ;;;                         ;06/09/2017
71;24310;;;                                     ;;;                         ;06/09/2017
0;6530;08:00:00;15:30:00;                                     ;1571;930;                         ;09/09/2017
1;26230;08:00:00;15:30:00;                                     ;1175;825;                         ;09/09/2017
2;26240;08:00:00;15:30:00;                                     ;1538;894;                         ;09/09/2017
3;26620;08:00:00;15:30:00;                                     ;1259;737;                         ;09/09/2017
4;36520;08:00:00;15:30:00;                                     ;1223;627;                         ;09/09/2017
5;45880;;;                                     ;;;                         ;09/09/2017
6;45490;;;                                     ;;;                         ;09/09/2017
7;44980;07:30:00;15:30:00;                                     ;1031;694;                         ;09/09/2017
8;44480;08:00:00;15:30:00;                                     ;1283;686;                         ;09/09/2017
