Column1;Id_Animal;Hora_S1;Hora_S2;Hora_S3;Prod_S1;Prod_S2;Prod_S3;Data
15;34750;;;                                     ;;;                         ;30/09/2017
16;34240;;;                                     ;;;                         ;30/09/2017
17;25810;;;                                     ;;;                         ;30/09/2017
18;25670;;;                                     ;;;                         ;30/09/2017
19;24680;;;                                     ;;;                         ;30/09/2017
20;24060;;;                                     ;;;                         ;30/09/2017
21;45860;08:30:00;15:30:00;                                     ;907;348;                         ;30/09/2017
22;54020;;;                                     ;;;                         ;30/09/2017
23;45770;;;                                     ;;;                         ;30/09/2017
24;45850;08:30:00;15:30:00;                                     ;832;816;                         ;30/09/2017
25;45750;08:30:00;15:30:00;                                     ;1457;648;                         ;30/09/2017
26;45450;08:30:00;15:30:00;                                     ;1370;547;                         ;30/09/2017
27;45280;08:30:00;15:30:00;                                     ;712;214;                         ;30/09/2017
28;45360;08:30:00;15:30:00;                                     ;1097;587;                         ;30/09/2017
29;45370;08:30:00;15:30:00;                                     ;347;112;                         ;30/09/2017
30;54090;09:00:00;15:30:00;                                     ;948;676;                         ;30/09/2017
31;54030;09:00:00;15:30:00;                                     ;1095;570;                         ;30/09/2017
32;45820;08:30:00;15:30:00;                                     ;599;332;                         ;30/09/2017
33;45600;09:00:00;15:30:00;                                     ;1680;709;                         ;30/09/2017
34;45510;09:00:00;15:30:00;                                     ;1319;689;                         ;30/09/2017
35;45570;09:00:00;15:30:00;                                     ;1116;797;                         ;30/09/2017
36;45350;09:00:00;15:30:00;                                     ;929;503;                         ;30/09/2017
37;45250;09:00:00;15:30:00;                                     ;950;372;                         ;30/09/2017
38;40660;09:00:00;15:30:00;                                     ;781;664;                         ;30/09/2017
39;54070;09:00:00;16:00:00;                                     ;1478;667;                         ;30/09/2017
40;45870;09:00:00;16:00:00;                                     ;705;325;                         ;30/09/2017
41;45810;09:30:00;16:30:00;                                     ;1457;626;                         ;30/09/2017
42;45830;09:00:00;16:00:00;                                     ;944;392;                         ;30/09/2017
43;45730;;;                                     ;;;                         ;30/09/2017
44;45480;09:30:00;16:00:00;                                     ;1668;739;                         ;30/09/2017
45;45500;09:00:00;16:00:00;                                     ;1079;337;                         ;30/09/2017
46;45460;09:00:00;16:00:00;                                     ;1235;667;                         ;30/09/2017
47;40650;09:00:00;16:00:00;                                     ;707;329;                         ;30/09/2017
48;54080;09:30:00;16:00:00;                                     ;1082;511;                         ;30/09/2017
49;45840;09:00:00;16:00:00;                                     ;1210;626;                         ;30/09/2017
50;45720;09:30:00;16:00:00;                                     ;903;518;                         ;30/09/2017
51;45540;09:30:00;16:00:00;                                     ;1037;524;                         ;30/09/2017
52;45440;09:30:00;16:00:00;                                     ;925;493;                         ;30/09/2017
53;26480;;;                                     ;;;                         ;30/09/2017
54;44260;;;                                     ;;;                         ;30/09/2017
55;44750;;;                                     ;;;                         ;30/09/2017
56;44770;;;                                     ;;;                         ;30/09/2017
57;44650;;;                                     ;;;                         ;30/09/2017
58;35300;;;                                     ;;;                         ;30/09/2017
59;34580;;;                                     ;;;                         ;30/09/2017
60;34370;;;                                     ;;;                         ;30/09/2017
61;25600;;;                                     ;;;                         ;30/09/2017
62;24160;;;                                     ;;;                         ;30/09/2017
63;27100;;;                                     ;;;                         ;30/09/2017
64;36000;;;                                     ;;;                         ;30/09/2017
65;36440;;;                                     ;;;                         ;30/09/2017
66;37850;;;                                     ;;;                         ;30/09/2017
67;44530;;;                                     ;;;                         ;30/09/2017
68;35380;;;                                     ;;;                         ;30/09/2017
69;34600;;;                                     ;;;                         ;30/09/2017
70;24830;;;                                     ;;;                         ;30/09/2017
71;24310;;;                                     ;;;                         ;30/09/2017
0;26240;;;                                     ;;;                         ;01/10/2017
1;26620;;;                                     ;;;                         ;01/10/2017
2;36520;;;                                     ;;;                         ;01/10/2017
3;6530;;;                                     ;;;                         ;01/10/2017
4;26230;;;                                     ;;;                         ;01/10/2017
5;45880;;;                                     ;;;                         ;01/10/2017
6;45490;;;                                     ;;;                         ;01/10/2017
7;44980;;;                                     ;;;                         ;01/10/2017
8;44480;;;                                     ;;;                         ;01/10/2017
9;44120;;;                                     ;;;                         ;01/10/2017
10;44210;;;                                     ;;;                         ;01/10/2017
11;40210;;;                                     ;;;                         ;01/10/2017
12;35790;;;                                     ;;;                         ;01/10/2017
13;35270;;;                                     ;;;                         ;01/10/2017
14;35000;;;                                     ;;;                         ;01/10/2017
15;34750;;;                                     ;;;                         ;01/10/2017
16;34240;;;                                     ;;;                         ;01/10/2017
17;25810;;;                                     ;;;                         ;01/10/2017
18;25670;;;                                     ;;;                         ;01/10/2017
19;24680;;;                                     ;;;                         ;01/10/2017
20;24060;;;                                     ;;;                         ;01/10/2017
21;54020;;;                                     ;;;                         ;01/10/2017
22;45850;08:30:00;15:30:00;                                     ;1148;493;                         ;01/10/2017
23;45860;08:30:00;15:30:00;                                     ;873;502;                         ;01/10/2017
24;45750;08:30:00;15:30:00;                                     ;1447;639;                         ;01/10/2017
25;45770;;;                                     ;;;                         ;01/10/2017
26;45450;08:30:00;15:30:00;                                     ;1453;583;                         ;01/10/2017
27;45360;08:30:00;15:30:00;                                     ;1036;656;                         ;01/10/2017
28;45370;08:30:00;15:30:00;                                     ;254;240;                         ;01/10/2017
29;45280;08:30:00;15:30:00;                                     ;389;663;                         ;01/10/2017
30;54090;09:00:00;15:30:00;                                     ;1184;550;                         ;01/10/2017
31;54030;09:00:00;15:30:00;                                     ;1140;550;                         ;01/10/2017
32;45820;08:30:00;15:30:00;                                     ;738;263;                         ;01/10/2017
33;45510;09:00:00;15:30:00;                                     ;1386;646;                         ;01/10/2017
34;45570;09:00:00;15:30:00;                                     ;1180;714;                         ;01/10/2017
35;45600;09:00:00;15:30:00;                                     ;1647;848;                         ;01/10/2017
36;45350;09:00:00;15:30:00;                                     ;891;361;                         ;01/10/2017
37;45250;08:30:00;15:30:00;                                     ;919;397;                         ;01/10/2017
38;40660;09:00:00;15:30:00;                                     ;925;702;                         ;01/10/2017
39;54070;09:00:00;16:00:00;                                     ;1381;728;                         ;01/10/2017
40;45830;09:00:00;16:00:00;                                     ;854;539;                         ;01/10/2017
41;45870;09:00:00;16:00:00;                                     ;622;385;                         ;01/10/2017
42;45730;;;                                     ;;;                         ;01/10/2017
43;45810;09:30:00;16:00:00;                                     ;1457;808;                         ;01/10/2017
44;45500;09:00:00;16:00:00;                                     ;1223;743;                         ;01/10/2017
45;45460;09:00:00;16:00:00;                                     ;1283;672;                         ;01/10/2017
46;45480;09:30:00;16:00:00;                                     ;1668;784;                         ;01/10/2017
47;40650;09:00:00;16:00:00;                                     ;769;327;                         ;01/10/2017
48;54080;09:00:00;16:00:00;                                     ;1181;541;                         ;01/10/2017
49;45840;09:30:00;16:00:00;                                     ;1186;637;                         ;01/10/2017
50;45720;09:30:00;16:00:00;                                     ;952;452;                         ;01/10/2017
51;45540;09:30:00;16:00:00;                                     ;1196;524;                         ;01/10/2017
52;45440;09:30:00;16:00:00;                                     ;834;569;                         ;01/10/2017
53;44260;;;                                     ;;;                         ;01/10/2017
54;26480;;;                                     ;;;                         ;01/10/2017
55;44750;;;                                     ;;;                         ;01/10/2017
56;44770;;;                                     ;;;                         ;01/10/2017
57;44650;;;                                     ;;;                         ;01/10/2017
58;35300;;;                                     ;;;                         ;01/10/2017
59;34580;;;                                     ;;;                         ;01/10/2017
60;34370;;;                                     ;;;                         ;01/10/2017
61;25600;;;                                     ;;;                         ;01/10/2017
62;24160;;;                                     ;;;                         ;01/10/2017
63;36000;;;                                     ;;;                         ;01/10/2017
64;36440;;;                                     ;;;                         ;01/10/2017
65;37850;;;                                     ;;;                         ;01/10/2017
66;27100;;;                                     ;;;                         ;01/10/2017
67;44530;;;                                     ;;;                         ;01/10/2017
68;35380;;;                                     ;;;                         ;01/10/2017
69;34600;;;                                     ;;;                         ;01/10/2017
70;24830;;;                                     ;;;                         ;01/10/2017
71;24310;;;                                     ;;;                         ;01/10/2017
0;26240;;;                                     ;;;                         ;02/10/2017
1;26620;;;                                     ;;;                         ;02/10/2017
2;36520;;;                                     ;;;                         ;02/10/2017
3;6530;;;                                     ;;;                         ;02/10/2017
4;26230;;;                                     ;;;                         ;02/10/2017
5;45880;;;                                     ;;;                         ;02/10/2017
6;45490;;;                                     ;;;                         ;02/10/2017
7;44980;;;                                     ;;;                         ;02/10/2017
8;44480;;;                                     ;;;                         ;02/10/2017
9;44120;;;                                     ;;;                         ;02/10/2017
10;44210;;;                                     ;;;                         ;02/10/2017
11;40210;;;                                     ;;;                         ;02/10/2017
12;35790;;;                                     ;;;                         ;02/10/2017
13;35270;;;                                     ;;;                         ;02/10/2017
14;35000;;;                                     ;;;                         ;02/10/2017
15;34750;;;                                     ;;;                         ;02/10/2017
16;34240;;;                                     ;;;                         ;02/10/2017
17;25810;;;                                     ;;;                         ;02/10/2017
18;25670;;;                                     ;;;                         ;02/10/2017
19;24680;;;                                     ;;;                         ;02/10/2017
20;24060;;;                                     ;;;                         ;02/10/2017
21;54020;;;                                     ;;;                         ;02/10/2017
22;45850;09:00:00;16:00:00;                                     ;1090;515;                         ;02/10/2017
23;45860;09:00:00;;                                     ;917;;                         ;02/10/2017
24;45750;09:00:00;16:00:00;                                     ;1521;648;                         ;02/10/2017
25;45770;;;                                     ;;;                         ;02/10/2017
26;45450;09:00:00;16:00:00;                                     ;1425;690;                         ;02/10/2017
27;45360;09:00:00;16:00:00;                                     ;1215;482;                         ;02/10/2017
28;45370;09:00:00;16:00:00;                                     ;255;203;                         ;02/10/2017
29;45280;09:00:00;16:00:00;                                     ;767;366;                         ;02/10/2017
30;54090;09:00:00;;                                     ;1083;;                         ;02/10/2017
31;54030;09:00:00;;                                     ;1099;;                         ;02/10/2017
32;45820;09:00:00;16:00:00;                                     ;718;335;                         ;02/10/2017
33;45510;09:00:00;;                                     ;1337;;                         ;02/10/2017
34;45570;09:00:00;16:00:00;                                     ;1224;682;                         ;02/10/2017
35;45600;09:00:00;;                                     ;1624;;                         ;02/10/2017
36;45350;09:00:00;;                                     ;982;;                         ;02/10/2017
37;45250;09:00:00;;                                     ;1051;;                         ;02/10/2017
38;40660;09:00:00;;                                     ;1036;;                         ;02/10/2017
39;54070;09:30:00;17:00:00;                                     ;1337;639;                         ;02/10/2017
40;45830;09:30:00;16:30:00;                                     ;904;566;                         ;02/10/2017
41;45870;09:30:00;16:30:00;                                     ;710;283;                         ;02/10/2017
42;45730;;;                                     ;;;                         ;02/10/2017
43;45810;09:30:00;16:30:00;                                     ;1522;908;                         ;02/10/2017
44;45500;09:30:00;17:00:00;                                     ;1147;416;                         ;02/10/2017
45;45460;09:30:00;16:30:00;                                     ;1395;748;                         ;02/10/2017
46;45480;10:00:00;16:30:00;                                     ;2900;816;                         ;02/10/2017
47;40650;09:30:00;16:30:00;                                     ;532;476;                         ;02/10/2017
48;54080;;16:30:00;                                     ;;566;                         ;02/10/2017
49;45840;10:00:00;;                                     ;1188;;                         ;02/10/2017
50;45720;10:00:00;;                                     ;938;;                         ;02/10/2017
51;45540;10:00:00;16:30:00;                                     ;1086;591;                         ;02/10/2017
52;45440;10:00:00;;                                     ;1001;;                         ;02/10/2017
53;44260;;;                                     ;;;                         ;02/10/2017
54;26480;;;                                     ;;;                         ;02/10/2017
55;44750;;;                                     ;;;                         ;02/10/2017
56;44770;;;                                     ;;;                         ;02/10/2017
57;44650;;;                                     ;;;                         ;02/10/2017
58;35300;;;                                     ;;;                         ;02/10/2017
59;34580;;;                                     ;;;                         ;02/10/2017
60;34370;;;                                     ;;;                         ;02/10/2017
61;25600;;;                                     ;;;                         ;02/10/2017
62;24160;;;                                     ;;;                         ;02/10/2017
63;36000;;;                                     ;;;                         ;02/10/2017
64;36440;;;                                     ;;;                         ;02/10/2017
65;37850;;;                                     ;;;                         ;02/10/2017
66;27100;;;                                     ;;;                         ;02/10/2017
67;44530;;;                                     ;;;                         ;02/10/2017
68;35380;;;                                     ;;;                         ;02/10/2017
69;34600;;;                                     ;;;                         ;02/10/2017
70;24830;;;                                     ;;;                         ;02/10/2017
71;24310;;;                                     ;;;                         ;02/10/2017
0;26240;;;                                     ;;;                         ;04/10/2017
1;26620;;;                                     ;;;                         ;04/10/2017
2;36520;;;                                     ;;;                         ;04/10/2017
3;6530;;;                                     ;;;                         ;04/10/2017
4;26230;;;                                     ;;;                         ;04/10/2017
5;45880;;;                                     ;;;                         ;04/10/2017
6;45490;;;                                     ;;;                         ;04/10/2017
7;44980;;;                                     ;;;                         ;04/10/2017
8;44480;;;                                     ;;;                         ;04/10/2017
9;44120;;;                                     ;;;                         ;04/10/2017
10;44210;;;                                     ;;;                         ;04/10/2017
11;40210;;;                                     ;;;                         ;04/10/2017
12;35790;;;                                     ;;;                         ;04/10/2017
13;35270;;;                                     ;;;                         ;04/10/2017
14;35000;;;                                     ;;;                         ;04/10/2017
15;34750;;;                                     ;;;                         ;04/10/2017
16;34240;;;                                     ;;;                         ;04/10/2017
17;25810;;;                                     ;;;                         ;04/10/2017
18;25670;;;                                     ;;;                         ;04/10/2017
19;24680;;;                                     ;;;                         ;04/10/2017
20;24060;;;                                     ;;;                         ;04/10/2017
21;54020;;;                                     ;;;                         ;04/10/2017
22;45850;09:00:00;16:00:00;                                     ;1041;631;                         ;04/10/2017
23;45860;;;                                     ;;;                         ;04/10/2017
24;45750;09:00:00;16:00:00;                                     ;1507;615;                         ;04/10/2017
25;45770;;;                                     ;;;                         ;04/10/2017
26;45450;09:00:00;16:30:00;                                     ;1396;606;                         ;04/10/2017
27;45360;09:00:00;16:00:00;                                     ;881;819;                         ;04/10/2017
28;45370;09:00:00;16:00:00;                                     ;335;141;                         ;04/10/2017
29;45280;09:00:00;16:00:00;                                     ;662;268;                         ;04/10/2017
30;54090;;;                                     ;;;                         ;04/10/2017
31;54030;;;                                     ;;;                         ;04/10/2017
32;45820;09:00:00;16:00:00;                                     ;675;411;                         ;04/10/2017
33;45510;;;                                     ;;;                         ;04/10/2017
34;45570;09:00:00;16:30:00;                                     ;1029;527;                         ;04/10/2017
35;45600;;;                                     ;;;                         ;04/10/2017
36;45350;;;                                     ;;;                         ;04/10/2017
37;45250;;;                                     ;;;                         ;04/10/2017
38;40660;;;                                     ;;;                         ;04/10/2017
39;54070;09:30:00;16:30:00;                                     ;1375;763;                         ;04/10/2017
40;45830;09:30:00;16:30:00;                                     ;500;760;                         ;04/10/2017
41;45870;09:30:00;16:30:00;                                     ;779;449;                         ;04/10/2017
42;45730;;;                                     ;;;                         ;04/10/2017
43;45810;09:30:00;16:30:00;                                     ;1335;852;                         ;04/10/2017
44;45500;09:30:00;16:30:00;                                     ;1178;468;                         ;04/10/2017
45;45460;09:30:00;16:30:00;                                     ;1233;664;                         ;04/10/2017
46;45480;09:30:00;16:30:00;                                     ;1661;766;                         ;04/10/2017
47;40650;09:30:00;16:30:00;                                     ;733;392;                         ;04/10/2017
48;54080;;;                                     ;;;                         ;04/10/2017
49;45840;;;                                     ;;;                         ;04/10/2017
50;45720;;;                                     ;;;                         ;04/10/2017
51;45540;;;                                     ;;;                         ;04/10/2017
52;45440;;;                                     ;;;                         ;04/10/2017
53;44260;;;                                     ;;;                         ;04/10/2017
54;26480;;;                                     ;;;                         ;04/10/2017
55;44750;;;                                     ;;;                         ;04/10/2017
56;44770;;;                                     ;;;                         ;04/10/2017
57;44650;;;                                     ;;;                         ;04/10/2017
58;35300;;;                                     ;;;                         ;04/10/2017
59;34580;;;                                     ;;;                         ;04/10/2017
60;34370;;;                                     ;;;                         ;04/10/2017
61;25600;;;                                     ;;;                         ;04/10/2017
62;24160;;;                                     ;;;                         ;04/10/2017
63;36000;;;                                     ;;;                         ;04/10/2017
64;36440;;;                                     ;;;                         ;04/10/2017
65;37850;;;                                     ;;;                         ;04/10/2017
66;27100;;;                                     ;;;                         ;04/10/2017
67;44530;;;                                     ;;;                         ;04/10/2017
68;35380;;;                                     ;;;                         ;04/10/2017
69;34600;;;                                     ;;;                         ;04/10/2017
70;24830;;;                                     ;;;                         ;04/10/2017
71;24310;;;                                     ;;;                         ;04/10/2017
0;26240;;;                                     ;;;                         ;03/10/2017
1;26620;;;                                     ;;;                         ;03/10/2017
2;36520;;;                                     ;;;                         ;03/10/2017
3;6530;;;                                     ;;;                         ;03/10/2017
4;26230;;;                                     ;;;                         ;03/10/2017
5;45880;;;                                     ;;;                         ;03/10/2017
6;45490;;;                                     ;;;                         ;03/10/2017
7;44980;;;                                     ;;;                         ;03/10/2017
8;44480;;;                                     ;;;                         ;03/10/2017
9;44120;;;                                     ;;;                         ;03/10/2017
10;44210;;;                                     ;;;                         ;03/10/2017
11;40210;;;                                     ;;;                         ;03/10/2017
12;35790;;;                                     ;;;                         ;03/10/2017
13;35270;;;                                     ;;;                         ;03/10/2017
14;35000;;;                                     ;;;                         ;03/10/2017
15;34750;;;                                     ;;;                         ;03/10/2017
16;34240;;;                                     ;;;                         ;03/10/2017
17;25810;;;                                     ;;;                         ;03/10/2017
18;25670;;;                                     ;;;                         ;03/10/2017
19;24680;;;                                     ;;;                         ;03/10/2017
20;24060;;;                                     ;;;                         ;03/10/2017
21;54020;;;                                     ;;;                         ;03/10/2017
22;45850;09:00:00;16:30:00;                                     ;1018;717;                         ;03/10/2017
23;45860;;;                                     ;;;                         ;03/10/2017
24;45750;09:00:00;16:30:00;                                     ;1340;650;                         ;03/10/2017
25;45770;;;                                     ;;;                         ;03/10/2017
26;45450;09:00:00;16:30:00;                                     ;1408;680;                         ;03/10/2017
27;45360;09:00:00;16:30:00;                                     ;1145;650;                         ;03/10/2017
28;45370;09:00:00;16:30:00;                                     ;287;135;                         ;03/10/2017
29;45280;09:00:00;16:30:00;                                     ;642;299;                         ;03/10/2017
30;54090;;;                                     ;;;                         ;03/10/2017
31;54030;;;                                     ;;;                         ;03/10/2017
32;45820;09:00:00;16:30:00;                                     ;770;320;                         ;03/10/2017
33;45510;;;                                     ;;;                         ;03/10/2017
34;45570;09:30:00;16:30:00;                                     ;1035;801;                         ;03/10/2017
35;45600;;;                                     ;;;                         ;03/10/2017
36;45350;;;                                     ;;;                         ;03/10/2017
37;45250;;;                                     ;;;                         ;03/10/2017
38;40660;;;                                     ;;;                         ;03/10/2017
39;54070;09:00:00;16:30:00;                                     ;1170;606;                         ;03/10/2017
40;45830;09:00:00;16:30:00;                                     ;918;520;                         ;03/10/2017
41;45870;09:00:00;16:30:00;                                     ;749;467;                         ;03/10/2017
42;45730;;;                                     ;;;                         ;03/10/2017
43;45810;09:00:00;16:30:00;                                     ;1364;896;                         ;03/10/2017
44;45500;;16:30:00;                                     ;;481;                         ;03/10/2017
45;45460;09:30:00;17:00:00;                                     ;1271;704;                         ;03/10/2017
46;45480;09:00:00;16:30:00;                                     ;1707;831;                         ;03/10/2017
47;40650;09:00:00;17:00:00;                                     ;821;424;                         ;03/10/2017
48;54080;09:30:00;16:30:00;                                     ;1005;704;                         ;03/10/2017
49;45840;;;                                     ;;;                         ;03/10/2017
50;45720;;;                                     ;;;                         ;03/10/2017
51;45540;09:30:00;16:30:00;                                     ;854;578;                         ;03/10/2017
52;45440;;;                                     ;;;                         ;03/10/2017
53;44260;;;                                     ;;;                         ;03/10/2017
54;26480;;;                                     ;;;                         ;03/10/2017
55;44750;;;                                     ;;;                         ;03/10/2017
56;44770;;;                                     ;;;                         ;03/10/2017
57;44650;;;                                     ;;;                         ;03/10/2017
58;35300;;;                                     ;;;                         ;03/10/2017
59;34580;;;                                     ;;;                         ;03/10/2017
60;34370;;;                                     ;;;                         ;03/10/2017
61;25600;;;                                     ;;;                         ;03/10/2017
62;24160;;;                                     ;;;                         ;03/10/2017
63;36000;;;                                     ;;;                         ;03/10/2017
64;36440;;;                                     ;;;                         ;03/10/2017
65;37850;;;                                     ;;;                         ;03/10/2017
66;27100;;;                                     ;;;                         ;03/10/2017
67;44530;;;                                     ;;;                         ;03/10/2017
68;35380;;;                                     ;;;                         ;03/10/2017
69;34600;;;                                     ;;;                         ;03/10/2017
70;24830;;;                                     ;;;                         ;03/10/2017
71;24310;;;                                     ;;;                         ;03/10/2017
0;26240;;;                                     ;;;                         ;06/10/2017
1;26620;;;                                     ;;;                         ;06/10/2017
2;36520;;;                                     ;;;                         ;06/10/2017
3;6530;;;                                     ;;;                         ;06/10/2017
4;26230;;;                                     ;;;                         ;06/10/2017
5;45880;;;                                     ;;;                         ;06/10/2017
6;45490;;;                                     ;;;                         ;06/10/2017
7;44980;;;                                     ;;;                         ;06/10/2017
8;44480;;;                                     ;;;                         ;06/10/2017
9;44120;;;                                     ;;;                         ;06/10/2017
10;44210;;;                                     ;;;                         ;06/10/2017
11;40210;;;                                     ;;;                         ;06/10/2017
12;35790;;;                                     ;;;                         ;06/10/2017
13;35270;;;                                     ;;;                         ;06/10/2017
14;35000;;;                                     ;;;                         ;06/10/2017
15;34750;;;                                     ;;;                         ;06/10/2017
16;34240;;;                                     ;;;                         ;06/10/2017
17;25810;;;                                     ;;;                         ;06/10/2017
18;25670;;;                                     ;;;                         ;06/10/2017
19;24680;;;                                     ;;;                         ;06/10/2017
20;24060;;;                                     ;;;                         ;06/10/2017
21;54020;;;                                     ;;;                         ;06/10/2017
22;45850;09:00:00;16:00:00;                                     ;1121;539;                         ;06/10/2017
23;45860;;16:00:00;                                     ;;411;                         ;06/10/2017
24;45750;09:00:00;16:00:00;                                     ;1451;634;                         ;06/10/2017
25;45770;;;                                     ;;;                         ;06/10/2017
26;45450;09:00:00;16:00:00;                                     ;1287;614;                         ;06/10/2017
27;45360;09:00:00;16:00:00;                                     ;1056;610;                         ;06/10/2017
28;45370;09:00:00;16:00:00;                                     ;267;193;                         ;06/10/2017
29;45280;09:00:00;16:00:00;                                     ;728;117;                         ;06/10/2017
30;54090;;16:00:00;                                     ;;597;                         ;06/10/2017
31;54030;;16:30:00;                                     ;;511;                         ;06/10/2017
32;45820;09:00:00;16:00:00;                                     ;674;347;                         ;06/10/2017
33;45510;;16:00:00;                                     ;;635;                         ;06/10/2017
34;45570;09:00:00;16:00:00;                                     ;974;873;                         ;06/10/2017
35;45600;;16:00:00;                                     ;;870;                         ;06/10/2017
36;45350;;16:00:00;                                     ;;464;                         ;06/10/2017
37;45250;;16:00:00;                                     ;;334;                         ;06/10/2017
38;40660;;16:00:00;                                     ;;598;                         ;06/10/2017
39;54070;09:30:00;;                                     ;1333;;                         ;06/10/2017
40;45830;09:00:00;;                                     ;772;;                         ;06/10/2017
41;45870;09:00:00;16:30:00;                                     ;713;75;                         ;06/10/2017
42;45730;;;                                     ;;;                         ;06/10/2017
43;45810;09:30:00;16:30:00;                                     ;1396;802;                         ;06/10/2017
44;45500;09:30:00;16:30:00;                                     ;1183;467;                         ;06/10/2017
45;45460;09:00:00;16:30:00;                                     ;1448;232;                         ;06/10/2017
46;45480;09:30:00;16:30:00;                                     ;1574;944;                         ;06/10/2017
47;40650;09:00:00;;                                     ;664;;                         ;06/10/2017
48;54080;09:30:00;17:00:00;                                     ;1109;648;                         ;06/10/2017
49;45840;;16:30:00;                                     ;;549;                         ;06/10/2017
50;45720;;16:30:00;                                     ;;379;                         ;06/10/2017
51;45540;09:30:00;16:30:00;                                     ;1052;583;                         ;06/10/2017
52;45440;;16:30:00;                                     ;;399;                         ;06/10/2017
53;44260;;;                                     ;;;                         ;06/10/2017
54;26480;;;                                     ;;;                         ;06/10/2017
55;44750;;;                                     ;;;                         ;06/10/2017
56;44770;;;                                     ;;;                         ;06/10/2017
57;44650;;;                                     ;;;                         ;06/10/2017
58;35300;;;                                     ;;;                         ;06/10/2017
59;34580;;;                                     ;;;                         ;06/10/2017
60;34370;;;                                     ;;;                         ;06/10/2017
61;25600;;;                                     ;;;                         ;06/10/2017
62;24160;;;                                     ;;;                         ;06/10/2017
63;36000;;;                                     ;;;                         ;06/10/2017
64;36440;;;                                     ;;;                         ;06/10/2017
65;37850;;;                                     ;;;                         ;06/10/2017
66;27100;;;                                     ;;;                         ;06/10/2017
67;44530;;;                                     ;;;                         ;06/10/2017
68;35380;;;                                     ;;;                         ;06/10/2017
69;34600;;;                                     ;;;                         ;06/10/2017
70;24830;;;                                     ;;;                         ;06/10/2017
71;24310;;;                                     ;;;                         ;06/10/2017
0;26240;;;                                     ;;;                         ;05/10/2017
1;26620;;;                                     ;;;                         ;05/10/2017
2;36520;;;                                     ;;;                         ;05/10/2017
3;6530;;;                                     ;;;                         ;05/10/2017
4;26230;;;                                     ;;;                         ;05/10/2017
5;45880;;;                                     ;;;                         ;05/10/2017
6;45490;;;                                     ;;;                         ;05/10/2017
7;44980;;;                                     ;;;                         ;05/10/2017
8;44480;;;                                     ;;;                         ;05/10/2017
9;44120;;;                                     ;;;                         ;05/10/2017
10;44210;;;                                     ;;;                         ;05/10/2017
11;40210;;;                                     ;;;                         ;05/10/2017
12;35790;;;                                     ;;;                         ;05/10/2017
13;35270;;;                                     ;;;                         ;05/10/2017
14;35000;;;                                     ;;;                         ;05/10/2017
15;34750;;;                                     ;;;                         ;05/10/2017
16;34240;;;                                     ;;;                         ;05/10/2017
17;25810;;;                                     ;;;                         ;05/10/2017
18;25670;;;                                     ;;;                         ;05/10/2017
19;24680;;;                                     ;;;                         ;05/10/2017
20;24060;;;                                     ;;;                         ;05/10/2017
21;54020;;;                                     ;;;                         ;05/10/2017
22;45850;09:00:00;16:30:00;                                     ;1064;567;                         ;05/10/2017
23;45860;;;                                     ;;;                         ;05/10/2017
24;45750;09:00:00;16:30:00;                                     ;1343;618;                         ;05/10/2017
25;45770;;;                                     ;;;                         ;05/10/2017
26;45450;09:00:00;16:30:00;                                     ;1370;628;                         ;05/10/2017
27;45360;09:00:00;16:30:00;                                     ;1052;577;                         ;05/10/2017
28;45370;09:00:00;16:30:00;                                     ;297;167;                         ;05/10/2017
29;45280;09:00:00;16:30:00;                                     ;540;526;                         ;05/10/2017
30;54090;;;                                     ;;;                         ;05/10/2017
31;54030;;;                                     ;;;                         ;05/10/2017
32;45820;09:00:00;16:30:00;                                     ;759;324;                         ;05/10/2017
33;45510;;;                                     ;;;                         ;05/10/2017
34;45570;09:00:00;16:30:00;                                     ;179;1186;                         ;05/10/2017
35;45600;;;                                     ;;;                         ;05/10/2017
36;45350;;;                                     ;;;                         ;05/10/2017
37;45250;;;                                     ;;;                         ;05/10/2017
38;40660;;;                                     ;;;                         ;05/10/2017
39;54070;09:30:00;17:00:00;                                     ;1333;788;                         ;05/10/2017
40;45830;09:30:00;16:30:00;                                     ;500;555;                         ;05/10/2017
41;45870;09:30:00;16:30:00;                                     ;779;267;                         ;05/10/2017
42;45730;;;                                     ;;;                         ;05/10/2017
43;45810;09:30:00;17:00:00;                                     ;1396;788;                         ;05/10/2017
44;45500;09:30:00;17:00:00;                                     ;1183;452;                         ;05/10/2017
45;45460;09:30:00;16:30:00;                                     ;1233;675;                         ;05/10/2017
46;45480;09:30:00;17:00:00;                                     ;1574;889;                         ;05/10/2017
47;40650;09:30:00;16:30:00;                                     ;733;450;                         ;05/10/2017
48;54080;09:30:00;;                                     ;943;;                         ;05/10/2017
49;45840;;;                                     ;;;                         ;05/10/2017
50;45720;;;                                     ;;;                         ;05/10/2017
51;45540;09:30:00;;                                     ;1047;;                         ;05/10/2017
52;45440;;;                                     ;;;                         ;05/10/2017
53;44260;;;                                     ;;;                         ;05/10/2017
54;26480;;;                                     ;;;                         ;05/10/2017
55;44750;;;                                     ;;;                         ;05/10/2017
