,Id_Animal,Hora_S1,Hora_S2,Hora_S3,Prod_S1,Prod_S2,Prod_S3,Data
58,3530.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,28/09/2017
59,3458.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,28/09/2017
60,3437.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,28/09/2017
61,2560.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,28/09/2017
62,2416.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,28/09/2017
63,2710.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,28/09/2017
64,3600.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,28/09/2017
65,3644.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,28/09/2017
66,3785.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,28/09/2017
67,4453.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,28/09/2017
68,3538.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,28/09/2017
69,3460.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,28/09/2017
70,2483.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,28/09/2017
71,2431.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,28/09/2017
0,653.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
1,2623.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
2,2624.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
3,2662.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
4,3652.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
5,4588.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
6,4549.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
7,4498.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
8,4448.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
9,4412.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
10,4421.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
11,4021.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
12,3579.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
13,3527.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
14,3500.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
15,3475.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
16,3424.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
17,2581.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
18,2567.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
19,2468.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
20,2406.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
21,4586.0,08:43                                ,15:36                                ,                                     ,7.70                     ,5.70                     ,                         ,29/09/2017
22,5402.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
23,4577.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
24,4585.0,08:42                                ,15:35                                ,                                     ,10.81                    ,5.16                     ,                         ,29/09/2017
25,4575.0,08:40                                ,15:36                                ,                                     ,15.04                    ,5.76                     ,                         ,29/09/2017
26,4545.0,08:39                                ,15:36                                ,                                     ,13.99                    ,5.42                     ,                         ,29/09/2017
27,4528.0,08:39                                ,15:36                                ,                                     ,6.32                     ,4.61                     ,                         ,29/09/2017
28,4536.0,08:43                                ,15:35                                ,                                     ,10.41                    ,5.52                     ,                         ,29/09/2017
29,4537.0,08:43                                ,15:35                                ,                                     ,2.98                     ,1.80                     ,                         ,29/09/2017
30,5409.0,09:03                                ,                                     ,                                     ,11.47                    ,                         ,                         ,29/09/2017
31,5403.0,09:02                                ,15:50                                ,                                     ,11.33                    ,6.17                     ,                         ,29/09/2017
32,4582.0,08:45                                ,15:36                                ,                                     ,7.57                     ,3.49                     ,                         ,29/09/2017
33,4560.0,08:59                                ,15:47                                ,                                     ,24.67                    ,7.38                     ,                         ,29/09/2017
34,4551.0,08:59                                ,15:48                                ,                                     ,21.59                    ,6.74                     ,                         ,29/09/2017
35,4557.0,08:59                                ,15:48                                ,                                     ,22.02                    ,8.23                     ,                         ,29/09/2017
36,4535.0,09:03                                ,15:49                                ,                                     ,8.93                     ,5.72                     ,                         ,29/09/2017
37,4525.0,09:04                                ,15:50                                ,                                     ,9.46                     ,3.93                     ,                         ,29/09/2017
38,4066.0,09:00                                ,15:48                                ,                                     ,12.90                    ,9.50                     ,                         ,29/09/2017
39,5407.0,                                     ,16:09                                ,                                     ,                         ,5.84                     ,                         ,29/09/2017
40,4587.0,                                     ,16:06                                ,                                     ,                         ,2.12                     ,                         ,29/09/2017
41,4581.0,                                     ,16:22                                ,                                     ,                         ,9.36                     ,                         ,29/09/2017
42,4583.0,                                     ,16:01                                ,                                     ,                         ,3.50                     ,                         ,29/09/2017
43,4573.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
44,4548.0,                                     ,16:22                                ,                                     ,                         ,6.56                     ,                         ,29/09/2017
45,4550.0,                                     ,15:48                                ,                                     ,                         ,8.09                     ,                         ,29/09/2017
46,4546.0,                                     ,16:00                                ,                                     ,                         ,7.90                     ,                         ,29/09/2017
47,4065.0,                                     ,16:00                                ,                                     ,                         ,3.48                     ,                         ,29/09/2017
48,5408.0,09:23                                ,16:05                                ,                                     ,10.82                    ,6.74                     ,                         ,29/09/2017
49,4584.0,09:20                                ,16:19                                ,                                     ,11.08                    ,6.79                     ,                         ,29/09/2017
50,4572.0,09:21                                ,16:20                                ,                                     ,9.03                     ,5.05                     ,                         ,29/09/2017
51,4554.0,09:21                                ,16:20                                ,                                     ,10.37                    ,6.22                     ,                         ,29/09/2017
52,4544.0,09:20                                ,16:19                                ,                                     ,9.25                     ,4.24                     ,                         ,29/09/2017
53,2648.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
54,4426.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
55,4475.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
56,4477.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
57,4465.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
58,3530.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
59,3458.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
60,3437.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
61,2560.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
62,2416.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
63,2710.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
64,3600.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
65,3644.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
66,3785.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
67,4453.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
68,3538.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
69,3460.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
70,2483.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
71,2431.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,29/09/2017
0,653.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
1,2623.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
2,2624.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
3,2662.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
4,3652.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
5,4588.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
6,4549.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
7,4498.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
8,4448.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
9,4412.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
10,4421.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
11,4021.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
12,3579.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
13,3527.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
14,3500.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
15,3475.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
16,3424.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
17,2581.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
18,2567.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
19,2468.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
20,2406.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
21,4586.0,08:32                                ,15:27                                ,                                     ,9.07                     ,3.48                     ,                         ,30/09/2017
22,5402.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
23,4577.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
24,4585.0,08:32                                ,15:27                                ,                                     ,8.32                     ,8.16                     ,                         ,30/09/2017
25,4575.0,08:31                                ,15:27                                ,                                     ,14.57                    ,6.48                     ,                         ,30/09/2017
26,4545.0,08:31                                ,15:27                                ,                                     ,13.70                    ,5.47                     ,                         ,30/09/2017
27,4528.0,08:32                                ,15:26                                ,                                     ,7.12                     ,2.14                     ,                         ,30/09/2017
28,4536.0,08:33                                ,15:28                                ,                                     ,10.97                    ,5.87                     ,                         ,30/09/2017
29,4537.0,08:31                                ,15:28                                ,                                     ,3.47                     ,1.12                     ,                         ,30/09/2017
30,5409.0,08:49                                ,15:40                                ,                                     ,9.48                     ,6.76                     ,                         ,30/09/2017
31,5403.0,08:48                                ,15:40                                ,                                     ,10.95                    ,5.70                     ,                         ,30/09/2017
32,4582.0,08:30                                ,15:27                                ,                                     ,5.99                     ,3.32                     ,                         ,30/09/2017
33,4560.0,08:49                                ,15:39                                ,                                     ,16.80                    ,7.09                     ,                         ,30/09/2017
34,4551.0,08:48                                ,15:40                                ,                                     ,13.19                    ,6.89                     ,                         ,30/09/2017
35,4557.0,08:48                                ,15:40                                ,                                     ,11.16                    ,7.97                     ,                         ,30/09/2017
36,4535.0,08:49                                ,15:41                                ,                                     ,9.29                     ,5.03                     ,                         ,30/09/2017
37,4525.0,08:48                                ,15:40                                ,                                     ,9.50                     ,3.72                     ,                         ,30/09/2017
38,4066.0,08:49                                ,15:40                                ,                                     ,7.81                     ,6.64                     ,                         ,30/09/2017
39,5407.0,09:12                                ,15:50                                ,                                     ,14.78                    ,6.67                     ,                         ,30/09/2017
40,4587.0,09:12                                ,15:55                                ,                                     ,7.05                     ,3.25                     ,                         ,30/09/2017
41,4581.0,09:34                                ,16:32                                ,                                     ,14.57                    ,6.26                     ,                         ,30/09/2017
42,4583.0,09:12                                ,15:51                                ,                                     ,9.44                     ,3.92                     ,                         ,30/09/2017
43,4573.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
44,4548.0,09:33                                ,16:08                                ,                                     ,16.68                    ,7.39                     ,                         ,30/09/2017
45,4550.0,09:11                                ,15:50                                ,                                     ,10.79                    ,3.37                     ,                         ,30/09/2017
46,4546.0,09:11                                ,15:50                                ,                                     ,12.35                    ,6.67                     ,                         ,30/09/2017
47,4065.0,09:13                                ,15:55                                ,                                     ,7.07                     ,3.29                     ,                         ,30/09/2017
48,5408.0,09:30                                ,16:05                                ,                                     ,10.82                    ,5.11                     ,                         ,30/09/2017
49,4584.0,09:13                                ,15:54                                ,                                     ,12.10                    ,6.26                     ,                         ,30/09/2017
50,4572.0,09:31                                ,16:05                                ,                                     ,9.03                     ,5.18                     ,                         ,30/09/2017
51,4554.0,09:30                                ,16:04                                ,                                     ,10.37                    ,5.24                     ,                         ,30/09/2017
52,4544.0,09:30                                ,16:04                                ,                                     ,9.25                     ,4.93                     ,                         ,30/09/2017
53,2648.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
54,4426.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
55,4475.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
56,4477.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
57,4465.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
58,3530.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
59,3458.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
60,3437.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
61,2560.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
62,2416.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
63,2710.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
64,3600.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
65,3644.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
66,3785.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
67,4453.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
68,3538.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
69,3460.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
70,2483.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
71,2431.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,30/09/2017
0,2624.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
1,2662.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
2,3652.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
3,653.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
4,2623.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
5,4588.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
6,4549.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
7,4498.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
8,4448.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
9,4412.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
10,4421.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
11,4021.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
12,3579.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
13,3527.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
14,3500.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
15,3475.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
16,3424.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
17,2581.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
18,2567.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
19,2468.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
20,2406.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
21,5402.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
22,4585.0,08:29                                ,15:23                                ,                                     ,11.48                    ,4.93                     ,                         ,01/10/2017
23,4586.0,08:31                                ,15:23                                ,                                     ,8.73                     ,5.02                     ,                         ,01/10/2017
24,4575.0,08:29                                ,15:22                                ,                                     ,14.47                    ,6.39                     ,                         ,01/10/2017
25,4577.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
26,4545.0,08:32                                ,15:22                                ,                                     ,14.53                    ,5.83                     ,                         ,01/10/2017
27,4536.0,08:29                                ,15:22                                ,                                     ,10.36                    ,6.56                     ,                         ,01/10/2017
28,4537.0,08:30                                ,15:21                                ,                                     ,2.54                     ,2.40                     ,                         ,01/10/2017
29,4528.0,08:31                                ,15:22                                ,                                     ,3.89                     ,6.63                     ,                         ,01/10/2017
30,5409.0,08:48                                ,15:36                                ,                                     ,11.84                    ,5.50                     ,                         ,01/10/2017
31,5403.0,08:49                                ,15:37                                ,                                     ,11.40                    ,5.50                     ,                         ,01/10/2017
32,4582.0,08:29                                ,15:23                                ,                                     ,7.38                     ,2.63                     ,                         ,01/10/2017
33,4551.0,08:49                                ,15:35                                ,                                     ,13.86                    ,6.46                     ,                         ,01/10/2017
34,4557.0,08:49                                ,15:36                                ,                                     ,11.80                    ,7.14                     ,                         ,01/10/2017
35,4560.0,08:48                                ,15:35                                ,                                     ,16.47                    ,8.48                     ,                         ,01/10/2017
36,4535.0,08:49                                ,15:36                                ,                                     ,8.91                     ,3.61                     ,                         ,01/10/2017
37,4525.0,08:30                                ,15:36                                ,                                     ,9.19                     ,3.97                     ,                         ,01/10/2017
38,4066.0,08:49                                ,15:35                                ,                                     ,9.25                     ,7.02                     ,                         ,01/10/2017
39,5407.0,09:01                                ,16:07                                ,                                     ,13.81                    ,7.28                     ,                         ,01/10/2017
40,4583.0,09:07                                ,15:52                                ,                                     ,8.54                     ,5.39                     ,                         ,01/10/2017
41,4587.0,09:07                                ,15:54                                ,                                     ,6.22                     ,3.85                     ,                         ,01/10/2017
42,4573.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
43,4581.0,09:23                                ,15:51                                ,                                     ,14.57                    ,8.08                     ,                         ,01/10/2017
44,4550.0,09:01                                ,16:08                                ,                                     ,12.23                    ,7.43                     ,                         ,01/10/2017
45,4546.0,09:01                                ,15:52                                ,                                     ,12.83                    ,6.72                     ,                         ,01/10/2017
46,4548.0,09:23                                ,15:52                                ,                                     ,16.68                    ,7.84                     ,                         ,01/10/2017
47,4065.0,09:01                                ,15:52                                ,                                     ,7.69                     ,3.27                     ,                         ,01/10/2017
48,5408.0,09:07                                ,16:06                                ,                                     ,11.81                    ,5.41                     ,                         ,01/10/2017
49,4584.0,09:21                                ,15:52                                ,                                     ,11.86                    ,6.37                     ,                         ,01/10/2017
50,4572.0,09:20                                ,16:06                                ,                                     ,9.52                     ,4.52                     ,                         ,01/10/2017
51,4554.0,09:20                                ,15:53                                ,                                     ,11.96                    ,5.24                     ,                         ,01/10/2017
52,4544.0,09:20                                ,16:06                                ,                                     ,8.34                     ,5.69                     ,                         ,01/10/2017
53,4426.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,01/10/2017
